Name,Description,Managers,Members
T4931,Team Description from T4931,4931,9210402303
T4932,Team Description from T4932,4932,9715565435
T4933,Team Description from T4933,4933,9439282110
T4934,Team Description from T4934,4934,9953086563
T4935,Team Description from T4935,4935,9439415795
T4936,Team Description from T4936,4936,9137750884
T4937,Team Description from T4937,4937,9667450055
T4938,Team Description from T4938,4938,9623106307
T4939,Team Description from T4939,4939,9235762089
T4940,Team Description from T4940,4940,9608905578
T4941,Team Description from T4941,4941,9132344789
T4942,Team Description from T4942,4942,9996725768
T4943,Team Description from T4943,4943,9384075635
T4944,Team Description from T4944,4944,9452325186
T4945,Team Description from T4945,4945,9748850675
T4946,Team Description from T4946,4946,9042262148
T4947,Team Description from T4947,4947,9697772602
T4948,Team Description from T4948,4948,9572283269
T4949,Team Description from T4949,4949,9899580176
T4950,Team Description from T4950,4950,9213526467
T4951,Team Description from T4951,4951,9782039203
T4952,Team Description from T4952,4952,9330005827
T4953,Team Description from T4953,4953,9662594233
T4954,Team Description from T4954,4954,9789853666
T4955,Team Description from T4955,4955,9546893916
T4956,Team Description from T4956,4956,9641098254
T4957,Team Description from T4957,4957,9838204439
T4958,Team Description from T4958,4958,9776066173
T4959,Team Description from T4959,4959,9850104414
T4960,Team Description from T4960,4960,9347711043
T4961,Team Description from T4961,4961,9025293121
T4962,Team Description from T4962,4962,9909634549
T4963,Team Description from T4963,4963,9540778205
T4964,Team Description from T4964,4964,9965585549
T4965,Team Description from T4965,4965,9629632760
T4966,Team Description from T4966,4966,9262603453
T4967,Team Description from T4967,4967,9546486777
T4968,Team Description from T4968,4968,9006548807
T4969,Team Description from T4969,4969,9419300747
T4970,Team Description from T4970,4970,9779524940
T4971,Team Description from T4971,4971,9383314984
T4972,Team Description from T4972,4972,9254422195
T4973,Team Description from T4973,4973,9534408676
T4974,Team Description from T4974,4974,9577359860
T4975,Team Description from T4975,4975,9963001640
T4976,Team Description from T4976,4976,9241048461
T4977,Team Description from T4977,4977,9307333358
T4978,Team Description from T4978,4978,9614097237
T4979,Team Description from T4979,4979,9260805903
T4980,Team Description from T4980,4980,9130987900
T4981,Team Description from T4981,4981,9741287971
T4982,Team Description from T4982,4982,9957690944
T4983,Team Description from T4983,4983,9904083885
T4984,Team Description from T4984,4984,9687678911
T4985,Team Description from T4985,4985,9646848814
T4986,Team Description from T4986,4986,9660553745
T4987,Team Description from T4987,4987,9121831995
T4988,Team Description from T4988,4988,9309019967
T4989,Team Description from T4989,4989,9100241443
T4990,Team Description from T4990,4990,9576497815
T4991,Team Description from T4991,4991,9868881404
T4992,Team Description from T4992,4992,9324658444
T4993,Team Description from T4993,4993,9785289699
T4994,Team Description from T4994,4994,9668735336
T4995,Team Description from T4995,4995,9280167004
T4996,Team Description from T4996,4996,9043456323
T4997,Team Description from T4997,4997,9172557471
T4998,Team Description from T4998,4998,9547054289
T4999,Team Description from T4999,4999,9842752385
T5000,Team Description from T5000,5000,9567930935
T5001,Team Description from T5001,5001,9890391399
T5002,Team Description from T5002,5002,9413734714
T5003,Team Description from T5003,5003,9735520468
T5004,Team Description from T5004,5004,9809451029
T5005,Team Description from T5005,5005,9386784334
T5006,Team Description from T5006,5006,9317392822
T5007,Team Description from T5007,5007,9778442212
T5008,Team Description from T5008,5008,9962420075
T5009,Team Description from T5009,5009,9501378037
T5010,Team Description from T5010,5010,9937149325
T5011,Team Description from T5011,5011,9983933019
T5012,Team Description from T5012,5012,9616603608
T5013,Team Description from T5013,5013,9175299426
T5014,Team Description from T5014,5014,9479132378
T5015,Team Description from T5015,5015,9555965577
T5016,Team Description from T5016,5016,9736256553
T5017,Team Description from T5017,5017,9791153699
T5018,Team Description from T5018,5018,9908206205
T5019,Team Description from T5019,5019,9305863147
T5020,Team Description from T5020,5020,9974780211
T5021,Team Description from T5021,5021,9774359870
T5022,Team Description from T5022,5022,9595754773
T5023,Team Description from T5023,5023,9821907549
T5024,Team Description from T5024,5024,9933372711
T5025,Team Description from T5025,5025,9391595255
T5026,Team Description from T5026,5026,9245800935
T5027,Team Description from T5027,5027,9978619888
T5028,Team Description from T5028,5028,9244789545
T5029,Team Description from T5029,5029,9135504636
T5030,Team Description from T5030,5030,9226124732
T5031,Team Description from T5031,5031,9142137662
T5032,Team Description from T5032,5032,9569987318
T5033,Team Description from T5033,5033,9511731006
T5034,Team Description from T5034,5034,9120258783
T5035,Team Description from T5035,5035,9205130170
T5036,Team Description from T5036,5036,9249153015
T5037,Team Description from T5037,5037,9916219337
T5038,Team Description from T5038,5038,9046081862
T5039,Team Description from T5039,5039,9480582152
T5040,Team Description from T5040,5040,9328467126
T5041,Team Description from T5041,5041,9951271272
T5042,Team Description from T5042,5042,9756526505
T5043,Team Description from T5043,5043,9065162986
T5044,Team Description from T5044,5044,9785685767
T5045,Team Description from T5045,5045,9036909371
T5046,Team Description from T5046,5046,9028276078
T5047,Team Description from T5047,5047,9710067125
T5048,Team Description from T5048,5048,9292987634
T5049,Team Description from T5049,5049,9054338142
T5050,Team Description from T5050,5050,9315724936
T5051,Team Description from T5051,5051,9112569454
T5052,Team Description from T5052,5052,9039901774
T5053,Team Description from T5053,5053,9350130519
T5054,Team Description from T5054,5054,9809099221
T5055,Team Description from T5055,5055,9869567708
T5056,Team Description from T5056,5056,9457549819
T5057,Team Description from T5057,5057,9218125938
T5058,Team Description from T5058,5058,9532886278
T5059,Team Description from T5059,5059,9623274384
T5060,Team Description from T5060,5060,9153602528
T5061,Team Description from T5061,5061,9302979969
T5062,Team Description from T5062,5062,9771045476
T5063,Team Description from T5063,5063,9117185994
T5064,Team Description from T5064,5064,9995150615
T5065,Team Description from T5065,5065,9907713814
T5066,Team Description from T5066,5066,9095056782
T5067,Team Description from T5067,5067,9940731560
T5068,Team Description from T5068,5068,9141850644
T5069,Team Description from T5069,5069,9892631984
T5070,Team Description from T5070,5070,9459966440
T5071,Team Description from T5071,5071,9404917388
T5072,Team Description from T5072,5072,9493624439
T5073,Team Description from T5073,5073,9466370778
T5074,Team Description from T5074,5074,9716434293
T5075,Team Description from T5075,5075,9666256557
T5076,Team Description from T5076,5076,9350143021
T5077,Team Description from T5077,5077,9553520698
T5078,Team Description from T5078,5078,9299056584
T5079,Team Description from T5079,5079,9033030140
T5080,Team Description from T5080,5080,9778144916
T5081,Team Description from T5081,5081,9990141369
T5082,Team Description from T5082,5082,9893458280
T5083,Team Description from T5083,5083,9962744747
T5084,Team Description from T5084,5084,9922022958
T5085,Team Description from T5085,5085,9090315090
T5086,Team Description from T5086,5086,9538057050
T5087,Team Description from T5087,5087,9772993874
T5088,Team Description from T5088,5088,9102255822
T5089,Team Description from T5089,5089,9964890827
T5090,Team Description from T5090,5090,9412016952
T5091,Team Description from T5091,5091,9035323700
T5092,Team Description from T5092,5092,9217929453
T5093,Team Description from T5093,5093,9567658795
T5094,Team Description from T5094,5094,9218299699
T5095,Team Description from T5095,5095,9539282852
T5096,Team Description from T5096,5096,9632872376
T5097,Team Description from T5097,5097,9046623775
T5098,Team Description from T5098,5098,9908713453
T5099,Team Description from T5099,5099,9678673115
T5100,Team Description from T5100,5100,9038715138
T5101,Team Description from T5101,5101,9137256910
T5102,Team Description from T5102,5102,9049605928
T5103,Team Description from T5103,5103,9129445478
T5104,Team Description from T5104,5104,9309256326
T5105,Team Description from T5105,5105,9823125157
T5106,Team Description from T5106,5106,9576724342
T5107,Team Description from T5107,5107,9840622329
T5108,Team Description from T5108,5108,9631599178
T5109,Team Description from T5109,5109,9227393554
T5110,Team Description from T5110,5110,9634088573
T5111,Team Description from T5111,5111,9346323140
T5112,Team Description from T5112,5112,9453309933
T5113,Team Description from T5113,5113,9532681943
T5114,Team Description from T5114,5114,9728232361
T5115,Team Description from T5115,5115,9647459874
T5116,Team Description from T5116,5116,9870941709
T5117,Team Description from T5117,5117,9537052472
T5118,Team Description from T5118,5118,9810895202
T5119,Team Description from T5119,5119,9473886819
T5120,Team Description from T5120,5120,9622046932
T5121,Team Description from T5121,5121,9107550980
T5122,Team Description from T5122,5122,9173916240
T5123,Team Description from T5123,5123,9923022925
T5124,Team Description from T5124,5124,9763144136
T5125,Team Description from T5125,5125,9820496225
T5126,Team Description from T5126,5126,9506518353
T5127,Team Description from T5127,5127,9740779873
T5128,Team Description from T5128,5128,9468853495
T5129,Team Description from T5129,5129,9898141129
T5130,Team Description from T5130,5130,9891052401
T5131,Team Description from T5131,5131,9806959752
T5132,Team Description from T5132,5132,9064282543
T5133,Team Description from T5133,5133,9233909452
T5134,Team Description from T5134,5134,9839721622
T5135,Team Description from T5135,5135,9997347497
T5136,Team Description from T5136,5136,9238200511
T5137,Team Description from T5137,5137,9661845053
T5138,Team Description from T5138,5138,9096869912
T5139,Team Description from T5139,5139,9981973150
T5140,Team Description from T5140,5140,9299453548
T5141,Team Description from T5141,5141,9254095300
T5142,Team Description from T5142,5142,9839057029
T5143,Team Description from T5143,5143,9110049338
T5144,Team Description from T5144,5144,9288525013
T5145,Team Description from T5145,5145,9833538961
T5146,Team Description from T5146,5146,9547166344
T5147,Team Description from T5147,5147,9631447905
T5148,Team Description from T5148,5148,9120205463
T5149,Team Description from T5149,5149,9460441824
T5150,Team Description from T5150,5150,9920217111
T5151,Team Description from T5151,5151,9297973840
T5152,Team Description from T5152,5152,9942324726
T5153,Team Description from T5153,5153,9102590444
T5154,Team Description from T5154,5154,9339807471
T5155,Team Description from T5155,5155,9875730688
T5156,Team Description from T5156,5156,9577109008
T5157,Team Description from T5157,5157,9154557210
T5158,Team Description from T5158,5158,9680830507
T5159,Team Description from T5159,5159,9773606790
T5160,Team Description from T5160,5160,9539641881
T5161,Team Description from T5161,5161,9588070278
T5162,Team Description from T5162,5162,9043691658
T5163,Team Description from T5163,5163,9767888222
T5164,Team Description from T5164,5164,9056158257
